Дата;Цена;Откр;Макс;Мин;Объём;Изм %
13032018;0.055800;0.055770;0.056280;0.054920;28.69B;0.16%
14032018;0.053540;0.055540;0.055980;0.053500;30.21B;-4.05%
15032018;0.053840;0.053660;0.054230;0.053190;33.46B;0.56%
16032018;0.053480;0.053800;0.054190;0.053350;37.58B;-0.67%
19032018;0.053400;0.053900;0.054140;0.053400;12.66B;-0.15%
20032018;0.053900;0.053580;0.053960;0.052660;19.29B;0.94%
21032018;0.054000;0.054050;0.054500;0.053170;30.66B;0.19%
22032018;0.054000;0.054280;0.054280;0.053310;27.65B;0.00%
23032018;0.053280;0.053400;0.053580;0.052900;17.42B;-1.33%
26032018;0.050990;0.053240;0.053240;0.050990;33.12B;-4.30%
27032018;0.051800;0.051370;0.052190;0.051050;21.47B;1.59%
28032018;0.051000;0.051340;0.051580;0.050550;16.81B;-1.54%
29032018;0.051150;0.051110;0.052100;0.051110;20.71B;0.29%
30032018;0.051660;0.051500;0.051660;0.051220;4.19B;1.00%
02042018;0.051140;0.051600;0.051940;0.051140;12.53B;-1.01%
03042018;0.052300;0.051120;0.053100;0.050770;42.47B;2.27%
04042018;0.052370;0.052640;0.052640;0.052100;19.38B;0.13%
05042018;0.053950;0.052690;0.053950;0.052530;67.70B;3.02%
06042018;0.055400;0.053600;0.055550;0.053590;84.01B;2.69%
09042018;0.050400;0.055200;0.055250;0.048500;117.72B;-9.03%
10042018;0.050910;0.050000;0.051790;0.049220;83.44B;1.01%
11042018;0.050470;0.050910;0.051590;0.049410;43.22B;-0.86%
12042018;0.050930;0.050920;0.051480;0.050510;21.00B;0.91%
13042018;0.050870;0.050980;0.051500;0.050120;27.03B;-0.12%
16042018;0.051790;0.050010;0.052190;0.050000;28.26B;1.81%
17042018;0.052170;0.053490;0.053540;0.051940;34.79B;0.73%
18042018;0.053000;0.052440;0.053490;0.052200;24.05B;1.59%
19042018;0.052500;0.053060;0.053500;0.051970;21.52B;-0.94%
20042018;0.052890;0.052450;0.053200;0.052100;15.86B;0.74%
23042018;0.053000;0.052700;0.053000;0.052510;20.98B;0.21%
24042018;0.053000;0.053000;0.053900;0.052800;26.96B;0.00%
25042018;0.052870;0.052750;0.052900;0.052280;14.51B;-0.25%
26042018;0.052400;0.053000;0.053350;0.052080;19.86B;-0.89%
27042018;0.052570;0.052550;0.052800;0.052170;13.67B;0.32%
28042018;0.052700;0.052570;0.052720;0.052350;2.65B;0.25%
30042018;0.053970;0.052720;0.053970;0.052650;13.30B;2.41%
02052018;0.053400;0.053590;0.054140;0.053080;15.49B;-1.06%
03052018;0.052610;0.053380;0.053660;0.052610;11.56B;-1.48%
04052018;0.052750;0.052970;0.053110;0.052650;8.61B;0.27%
07052018;0.052770;0.053100;0.053300;0.052720;13.22B;0.04%
08052018;0.052700;0.052570;0.052950;0.050850;20.44B;-0.13%
10052018;0.052250;0.053100;0.053170;0.052240;15.58B;-0.85%
11052018;0.052380;0.052390;0.052700;0.052040;20.57B;0.25%
14052018;0.052500;0.052430;0.052730;0.052170;19.65B;0.23%
15052018;0.051500;0.052250;0.052370;0.051110;39.76B;-1.90%
16052018;0.051320;0.051300;0.051640;0.051160;21.05B;-0.35%
17052018;0.051220;0.051560;0.051950;0.051220;34.37B;-0.19%
18052018;0.051200;0.051470;0.051590;0.051000;21.62B;-0.04%
21052018;0.051560;0.051310;0.051890;0.051280;17.45B;0.70%
22052018;0.051390;0.051660;0.051660;0.051320;11.02B;-0.33%
23052018;0.051150;0.051300;0.051660;0.051150;14.34B;-0.47%
24052018;0.051210;0.051300;0.051590;0.051160;15.18B;0.12%
25052018;0.051060;0.051300;0.051490;0.050770;16.27B;-0.29%
28052018;0.051450;0.051140;0.051500;0.051080;8.74B;0.76%
29052018;0.051280;0.051320;0.051500;0.050960;18.25B;-0.33%
30052018;0.051340;0.051300;0.051650;0.051140;31.45B;0.12%
31052018;0.049890;0.051450;0.051620;0.049890;127.56B;-2.82%
01062018;0.047400;0.047490;0.048230;0.047400;78.74B;-4.99%
04062018;0.047030;0.047640;0.047880;0.046840;30.49B;-0.78%
05062018;0.047440;0.047160;0.047600;0.047010;19.22B;0.87%
06062018;0.047250;0.047400;0.047690;0.047050;16.50B;-0.40%
07062018;0.046810;0.047450;0.047450;0.046810;18.66B;-0.93%
08062018;0.045310;0.046700;0.046730;0.045300;41.03B;-3.20%
09062018;0.045520;0.045320;0.045610;0.045320;3.88B;0.46%
11062018;0.045140;0.045540;0.045660;0.044500;19.11B;-0.83%
13062018;0.044750;0.044850;0.045270;0.044630;25.76B;-0.86%
14062018;0.044650;0.044750;0.045200;0.044570;17.25B;-0.22%
15062018;0.044510;0.044810;0.045050;0.044510;23.64B;-0.31%
18062018;0.046110;0.044510;0.046320;0.044440;38.50B;3.59%
19062018;0.045190;0.046000;0.046080;0.045190;27.63B;-2.00%
20062018;0.047200;0.045540;0.047200;0.045540;32.13B;4.45%
21062018;0.046960;0.047200;0.047780;0.046710;28.29B;-0.51%
22062018;0.046600;0.047290;0.047530;0.046490;19.80B;-0.77%
25062018;0.046700;0.046930;0.047270;0.046560;17.53B;0.21%
26062018;0.046900;0.046860;0.047180;0.046710;13.43B;0.43%
27062018;0.047350;0.047040;0.047590;0.046750;21.37B;0.96%
28062018;0.047830;0.047400;0.048670;0.047350;29.93B;1.01%
29062018;0.048010;0.048000;0.048890;0.048000;20.97B;0.38%
02072018;0.048330;0.047920;0.048440;0.047410;24.94B;0.67%
03072018;0.048380;0.048340;0.048720;0.048190;13.17B;0.10%
04072018;0.048560;0.048580;0.048800;0.048260;11.94B;0.37%
05072018;0.048660;0.048400;0.048730;0.048320;12.52B;0.21%
06072018;0.048500;0.048660;0.049200;0.048400;14.76B;-0.33%
09072018;0.049390;0.048800;0.049390;0.048730;14.71B;1.84%
10072018;0.049030;0.049430;0.049470;0.048840;12.06B;-0.73%
11072018;0.048600;0.048720;0.048840;0.048380;13.91B;-0.88%
12072018;0.048310;0.048510;0.048840;0.047880;12.58B;-0.60%
13072018;0.049750;0.048470;0.049750;0.048280;26.85B;2.98%
16072018;0.049400;0.049750;0.049980;0.049360;20.50B;-0.70%
17072018;0.048720;0.049370;0.049450;0.048600;12.85B;-1.38%
18072018;0.048530;0.048710;0.049030;0.048480;8.78B;-0.39%
19072018;0.047840;0.048630;0.048780;0.047450;19.69B;-1.42%
20072018;0.048250;0.047940;0.048690;0.047370;15.24B;0.86%
23072018;0.048240;0.048180;0.048980;0.048180;7.44B;-0.02%
24072018;0.048220;0.048470;0.048470;0.047910;10.63B;-0.04%
25072018;0.047950;0.047700;0.047990;0.047160;15.57B;-0.56%
26072018;0.047580;0.048050;0.048230;0.047530;8.15B;-0.77%
27072018;0.047820;0.047700;0.047950;0.047410;6.89B;0.50%
30072018;0.047970;0.047780;0.048070;0.047530;7.34B;0.31%
31072018;0.048280;0.047620;0.048280;0.047620;9.31B;0.65%
01082018;0.048280;0.048150;0.048860;0.048070;13.56B;0.00%
02082018;0.047580;0.048280;0.048460;0.047450;9.25B;-1.45%
03082018;0.047350;0.047680;0.047700;0.046940;10.19B;-0.48%
06082018;0.046810;0.047410;0.047630;0.046790;10.79B;-1.14%
07082018;0.046800;0.046900;0.047350;0.046560;8.09B;-0.02%
08082018;0.045690;0.046650;0.046820;0.045300;30.15B;-2.37%
09082018;0.045110;0.045370;0.045370;0.042210;62.91B;-1.27%
10082018;0.043370;0.045090;0.045130;0.042840;29.17B;-3.86%
13082018;0.042950;0.042600;0.043780;0.042510;21.96B;-0.97%
14082018;0.043640;0.043230;0.043700;0.042670;15.10B;1.61%
15082018;0.043400;0.043410;0.043890;0.043150;12.13B;-0.55%
16082018;0.043880;0.043600;0.043880;0.043480;7.84B;1.11%
17082018;0.043710;0.043750;0.043890;0.043300;8.42B;-0.39%
20082018;0.044150;0.043810;0.044290;0.043810;6.26B;1.01%
21082018;0.044150;0.044200;0.044400;0.043710;7.95B;0.00%
22082018;0.043000;0.044010;0.044200;0.042790;23.20B;-2.60%
23082018;0.041390;0.042900;0.043000;0.041070;33.32B;-3.74%
24082018;0.041020;0.041300;0.041520;0.040180;32.43B;-0.89%
27082018;0.042150;0.041290;0.042150;0.041240;13.83B;2.75%
28082018;0.041530;0.042300;0.042300;0.041500;10.25B;-1.47%
29082018;0.041990;0.041600;0.041990;0.041070;12.20B;1.11%
30082018;0.041220;0.042000;0.042170;0.041100;12.49B;-1.83%
31082018;0.041400;0.041110;0.041550;0.040850;14.24B;0.44%
03092018;0.041290;0.041300;0.041510;0.041050;6.72B;-0.27%
04092018;0.040920;0.041400;0.041730;0.040860;10.08B;-0.90%
05092018;0.040020;0.040920;0.041110;0.040020;13.85B;-2.20%
06092018;0.039500;0.040060;0.040350;0.039430;19.86B;-1.30%
07092018;0.039330;0.039600;0.039950;0.039030;16.38B;-0.43%
10092018;0.038600;0.039350;0.039480;0.038420;22.29B;-1.86%
11092018;0.039000;0.038620;0.039100;0.038340;20.54B;1.04%
12092018;0.039600;0.039200;0.039800;0.039030;17.56B;1.54%
13092018;0.040480;0.039700;0.041680;0.039610;37.63B;2.22%
14092018;0.040050;0.040500;0.040980;0.039660;25.90B;-1.06%
17092018;0.040040;0.040050;0.040430;0.039810;13.07B;-0.02%
18092018;0.041180;0.039910;0.041200;0.039910;17.42B;2.85%
19092018;0.041280;0.041350;0.041800;0.041070;19.62B;0.24%
20092018;0.041110;0.041380;0.042000;0.040900;35.10B;-0.41%
21092018;0.042200;0.041250;0.042200;0.040810;17.94B;2.65%
24092018;0.041910;0.041900;0.042450;0.041560;22.78B;-0.69%
25092018;0.041600;0.042040;0.042250;0.041500;10.35B;-0.74%
26092018;0.041180;0.041700;0.041730;0.041000;17.69B;-1.01%
27092018;0.041300;0.041180;0.041690;0.040450;24.98B;0.29%
28092018;0.040760;0.041600;0.041600;0.040470;22.66B;-1.31%
01102018;0.040310;0.040920;0.041010;0.040140;13.11B;-1.10%
02102018;0.040370;0.040600;0.040670;0.040120;9.89B;0.15%
03102018;0.040710;0.040370;0.040950;0.040180;16.61B;0.84%
04102018;0.039900;0.040690;0.040990;0.039630;21.45B;-1.99%
05102018;0.039580;0.039880;0.040000;0.039340;13.78B;-0.80%
08102018;0.039210;0.039610;0.039800;0.038820;15.06B;-0.93%
09102018;0.038400;0.039300;0.039660;0.038400;22.34B;-2.07%
10102018;0.038130;0.038550;0.038660;0.037760;20.58B;-0.70%
11102018;0.037700;0.037390;0.037860;0.036580;45.17B;-1.13%
12102018;0.037950;0.038000;0.038400;0.037370;21.09B;0.66%
15102018;0.038490;0.038170;0.038800;0.037900;16.11B;1.42%
16102018;0.038400;0.038460;0.038950;0.037610;25.94B;-0.23%
17102018;0.038460;0.038670;0.038870;0.038010;19.70B;0.16%
18102018;0.037930;0.038380;0.038500;0.037740;11.82B;-1.38%
19102018;0.036890;0.037980;0.037980;0.036850;19.69B;-2.74%
22102018;0.036140;0.036890;0.037030;0.035860;26.96B;-2.03%
23102018;0.036200;0.035940;0.036380;0.035200;24.88B;0.17%
24102018;0.036850;0.036300;0.037140;0.035850;28.78B;1.80%
25102018;0.036350;0.036280;0.036520;0.036030;11.19B;-1.36%
26102018;0.035740;0.036110;0.036220;0.035620;14.46B;-1.68%
29102018;0.036400;0.035630;0.036700;0.035630;12.81B;1.85%
30102018;0.036600;0.036290;0.036670;0.036010;11.72B;0.55%
31102018;0.036580;0.036760;0.037050;0.036580;14.31B;-0.05%
01112018;0.036200;0.036690;0.036690;0.035850;17.99B;-1.04%
02112018;0.036130;0.036225;0.036350;0.036040;11.46B;-0.19%
06112018;0.036150;0.036200;0.036620;0.036140;15.91B;0.06%
07112018;0.038190;0.036000;0.038190;0.035730;58.17B;5.64%
08112018;0.038030;0.038300;0.038740;0.037795;36.03B;-0.42%
09112018;0.037570;0.037875;0.038080;0.037100;20.90B;-1.21%
12112018;0.038180;0.037700;0.038500;0.037700;19.76B;1.62%
13112018;0.038440;0.038005;0.039150;0.037735;32.42B;0.68%
14112018;0.038150;0.038300;0.038570;0.037800;17.60B;-0.75%
15112018;0.039280;0.038385;0.039400;0.038165;32.88B;2.96%
16112018;0.039160;0.039520;0.039560;0.038875;19.74B;-0.31%
19112018;0.038800;0.039160;0.039500;0.038500;12.63B;-0.92%
20112018;0.037430;0.038720;0.038720;0.037345;20.51B;-3.53%
21112018;0.037220;0.037215;0.037680;0.036865;23.35B;-0.56%
22112018;0.037300;0.037420;0.037770;0.037210;13.81B;0.21%
23112018;0.037060;0.037210;0.037370;0.036715;12.36B;-0.64%
26112018;0.036695;0.037020;0.037165;0.035550;31.05B;-0.98%
27112018;0.036830;0.036700;0.037200;0.036505;12.32B;0.37%
28112018;0.037580;0.036960;0.037685;0.036815;15.89B;2.04%
29112018;0.038030;0.037600;0.038335;0.037500;21.87B;1.20%
30112018;0.037300;0.037760;0.037845;0.037105;12.37B;-1.92%
03122018;0.037600;0.037505;0.038170;0.037500;13.35B;0.80%
04122018;0.036990;0.037580;0.037790;0.036955;18.73B;-1.62%
05122018;0.036995;0.036755;0.037060;0.036520;16.88B;0.01%
06122018;0.036710;0.036725;0.036840;0.036250;12.58B;-0.77%
07122018;0.036555;0.036785;0.037040;0.036475;17.04B;-0.42%
10122018;0.036100;0.036390;0.036690;0.036100;11.30B;-1.24%
11122018;0.036005;0.036325;0.036355;0.035940;10.81B;-0.26%
12122018;0.036250;0.036145;0.036250;0.035835;12.16B;0.68%
13122018;0.036080;0.036240;0.036280;0.035910;7.91B;-0.47%
14122018;0.035995;0.035960;0.036070;0.035555;12.12B;-0.24%
17122018;0.036340;0.035900;0.036950;0.035885;20.14B;0.96%
18122018;0.036200;0.036100;0.036250;0.035640;16.84B;-0.39%
19122018;0.036300;0.035900;0.036540;0.035700;12.81B;0.28%
20122018;0.035870;0.036215;0.036225;0.035700;23.27B;-1.18%
21122018;0.035245;0.035800;0.036090;0.035245;18.02B;-1.74%
24122018;0.034720;0.035415;0.035640;0.034620;22.14B;-1.49%
25122018;0.034175;0.034480;0.034500;0.033050;26.77B;-1.57%
26122018;0.034455;0.034395;0.034695;0.034005;17.85B;0.82%
27122018;0.034050;0.034850;0.034905;0.034050;20.65B;-1.18%
28122018;0.033910;0.034195;0.034430;0.033770;20.35B;-0.41%
29122018;0.033850;0.034095;0.034145;0.033850;5.89B;-0.18%
03012019;0.034210;0.033905;0.034360;0.033660;9.01B;1.06%
04012019;0.034620;0.034240;0.034620;0.034220;8.61B;1.20%
08012019;0.034840;0.034700;0.034995;0.034470;11.02B;0.64%
09012019;0.035000;0.035000;0.035140;0.034845;12.27B;0.46%
10012019;0.035045;0.035000;0.035060;0.034650;12.87B;0.13%
11012019;0.035185;0.035120;0.035435;0.034960;15.02B;0.40%
14012019;0.035300;0.035000;0.035335;0.034805;9.28B;0.33%
15012019;0.035465;0.035335;0.035800;0.035315;13.76B;0.47%
16012019;0.035650;0.035600;0.035730;0.035370;8.74B;0.52%
17012019;0.035705;0.035680;0.035780;0.035555;8.71B;0.15%
18012019;0.037100;0.035805;0.037100;0.035805;34.60B;3.91%
21012019;0.036890;0.037180;0.037630;0.036805;23.36B;-0.57%
22012019;0.037100;0.036850;0.037320;0.036605;21.93B;0.57%
23012019;0.037535;0.037140;0.037685;0.037020;23.64B;1.17%
24012019;0.036925;0.037600;0.037980;0.036740;38.19B;-1.63%
25012019;0.036960;0.037020;0.037175;0.036640;16.79B;0.09%
28012019;0.036940;0.037015;0.037425;0.036715;17.77B;-0.05%
29012019;0.037420;0.036940;0.037470;0.036710;13.45B;1.30%
30012019;0.037480;0.037385;0.037500;0.037200;9.94B;0.16%
31012019;0.037770;0.037650;0.037895;0.037425;13.94B;0.77%
01022019;0.037915;0.037610;0.038040;0.037555;16.37B;0.38%
04022019;0.038345;0.037970;0.038420;0.037950;14.99B;1.13%
05022019;0.038210;0.038445;0.038500;0.038085;12.48B;-0.35%
06022019;0.037610;0.038210;0.038210;0.037610;15.81B;-1.57%
07022019;0.037010;0.037570;0.037570;0.036950;14.76B;-1.60%
08022019;0.037130;0.036850;0.037310;0.036760;12.17B;0.32%
11022019;0.037600;0.037105;0.037615;0.037105;10.90B;1.27%
12022019;0.037900;0.037795;0.038065;0.037685;13.57B;0.80%
13022019;0.036985;0.037995;0.038005;0.036930;20.97B;-2.41%
14022019;0.036040;0.036400;0.036465;0.035615;36.54B;-2.56%
15022019;0.036600;0.036175;0.036610;0.036115;14.73B;1.55%
18022019;0.036330;0.036700;0.036900;0.036065;12.39B;-0.74%
19022019;0.036245;0.036350;0.036695;0.036005;10.46B;-0.23%
20022019;0.036420;0.036205;0.036540;0.036205;7.25B;0.48%
21022019;0.036065;0.036520;0.036520;0.035815;13.55B;-0.97%
22022019;0.036080;0.036070;0.036280;0.035910;8.30B;0.04%
25022019;0.036240;0.036225;0.036395;0.035910;10.85B;0.44%
26022019;0.035800;0.036155;0.036265;0.035775;13.64B;-1.21%
27022019;0.035955;0.035950;0.036035;0.035650;16.44B;0.43%
28022019;0.035900;0.035920;0.036145;0.035760;10.49B;-0.15%
01032019;0.036030;0.036000;0.036095;0.035900;9.62B;0.36%
04032019;0.035970;0.036030;0.036155;0.035875;7.92B;-0.17%
05032019;0.035300;0.035900;0.035900;0.035280;18.10B;-1.86%
06032019;0.035495;0.035200;0.035495;0.035175;10.60B;0.55%
07032019;0.035220;0.035355;0.035455;0.035110;11.26B;-0.77%
11032019;0.035370;0.035140;0.035500;0.035080;13.13B;0.43%
12032019;0.035650;0.035450;0.035845;0.035370;13.14B;0.79%
13032019;0.036340;0.035525;0.036550;0.035510;20.99B;1.94%
14032019;0.036215;0.036335;0.036800;0.036020;18.22B;-0.34%
15032019;0.037390;0.036300;0.037390;0.036070;36.75B;3.24%
18032019;0.036920;0.037020;0.037215;0.036710;25.72B;-1.26%
19032019;0.036770;0.036970;0.037000;0.036660;9.57B;-0.41%
20032019;0.036690;0.036755;0.036850;0.036605;14.50B;-0.22%
21032019;0.036515;0.036795;0.036960;0.036305;19.76B;-0.48%
22032019;0.036000;0.036550;0.036550;0.035930;13.21B;-1.41%
25032019;0.036330;0.035850;0.036405;0.035670;14.21B;0.92%
26032019;0.036250;0.036325;0.036500;0.036205;11.04B;-0.22%
27032019;0.035950;0.036200;0.036350;0.035950;7.07B;-0.83%
28032019;0.036000;0.036005;0.036100;0.035950;5.30B;0.14%
29032019;0.035645;0.036100;0.036440;0.035555;20.13B;-0.99%
01042019;0.036195;0.035875;0.036250;0.035760;12.97B;1.54%
02042019;0.036200;0.036200;0.036450;0.035970;10.75B;0.01%
03042019;0.036610;0.036315;0.036665;0.036310;20.26B;1.13%
04042019;0.036500;0.036555;0.036610;0.036310;6.65B;-0.30%
05042019;0.036320;0.036500;0.036610;0.036130;9.82B;-0.49%
08042019;0.036300;0.036380;0.036555;0.036175;10.04B;-0.06%
09042019;0.036280;0.036340;0.036500;0.036280;18.30B;-0.06%
10042019;0.036885;0.036280;0.037990;0.033210;63.66B;1.67%
11042019;0.036695;0.036885;0.037110;0.036540;13.86B;-0.52%
12042019;0.036255;0.036640;0.036740;0.036130;12.74B;-1.20%
15042019;0.035970;0.036425;0.036455;0.035845;15.08B;-0.79%
16042019;0.036080;0.036010;0.036150;0.035675;16.62B;0.31%
17042019;0.035900;0.036095;0.036215;0.035870;10.72B;-0.50%
18042019;0.036010;0.035870;0.036020;0.035700;12.40B;0.31%
19042019;0.035810;0.036020;0.036100;0.035800;4.91B;-0.56%
22042019;0.035785;0.035995;0.036040;0.035775;6.58B;-0.07%
23042019;0.035330;0.035875;0.035965;0.035205;24.11B;-1.27%
24042019;0.035770;0.035165;0.035770;0.034855;24.55B;1.25%
25042019;0.035375;0.035700;0.035800;0.035270;13.47B;-1.10%
26042019;0.035410;0.035375;0.035410;0.035100;11.91B;0.10%
29042019;0.035430;0.035395;0.035700;0.035285;7.04B;0.06%
30042019;0.035500;0.035650;0.035650;0.035150;12.23B;0.20%
02052019;0.035540;0.035485;0.035775;0.035350;5.83B;0.11%
03052019;0.035780;0.035650;0.035985;0.035575;8.18B;0.68%
06052019;0.035760;0.035350;0.035760;0.035350;5.27B;-0.06%
07052019;0.035575;0.035660;0.036095;0.035575;9.01B;-0.52%
08052019;0.035460;0.035630;0.035730;0.035460;6.52B;-0.32%
10052019;0.035195;0.035455;0.035620;0.035070;9.97B;-0.75%
13052019;0.034975;0.035190;0.035390;0.034975;9.45B;-0.63%
14052019;0.034930;0.035070;0.035190;0.034910;10.35B;-0.13%
15052019;0.035095;0.035000;0.035280;0.034815;18.03B;0.47%
16052019;0.034960;0.035165;0.035250;0.034960;8.72B;-0.38%
17052019;0.035100;0.035020;0.035165;0.034855;8.75B;0.40%
20052019;0.034990;0.035105;0.035165;0.034975;6.94B;-0.31%
21052019;0.034900;0.034995;0.035145;0.034900;8.67B;-0.26%
22052019;0.035185;0.035000;0.035330;0.034835;10.40B;0.82%
23052019;0.038750;0.035100;0.038850;0.035030;105.67B;10.13%
24052019;0.037200;0.039100;0.039845;0.037120;134.62B;-4.00%
27052019;0.037610;0.037200;0.037945;0.037190;19.16B;1.10%
28052019;0.036535;0.037690;0.038130;0.036535;39.47B;-2.86%
29052019;0.036800;0.036630;0.036935;0.036230;32.89B;0.73%
30052019;0.036700;0.036840;0.037180;0.036300;30.99B;-0.27%
31052019;0.036705;0.036420;0.036705;0.036055;15.60B;0.01%
03062019;0.036980;0.036495;0.037345;0.036250;37.02B;0.75%
04062019;0.037180;0.037000;0.037540;0.036840;19.71B;0.54%
05062019;0.038700;0.037400;0.039200;0.037080;88.21B;4.09%
06062019;0.038970;0.038705;0.039370;0.038405;34.82B;0.70%
07062019;0.039000;0.039000;0.039195;0.038700;16.46B;0.08%
10062019;0.039450;0.039055;0.039640;0.039020;22.31B;1.15%
11062019;0.040000;0.039500;0.041145;0.039255;75.78B;1.39%
13062019;0.040650;0.040015;0.040650;0.039785;24.21B;1.62%
14062019;0.040320;0.040550;0.040900;0.040320;19.48B;-0.81%
17062019;0.040485;0.040350;0.040930;0.040120;18.50B;0.41%
18062019;0.040440;0.040500;0.040665;0.040030;18.82B;-0.11%
19062019;0.040230;0.040400;0.040660;0.040035;17.27B;-0.52%
20062019;0.040415;0.040350;0.040600;0.040085;30.96B;0.46%
21062019;0.040200;0.039500;0.040200;0.039475;31.45B;-0.53%
24062019;0.040725;0.039990;0.041285;0.039850;39.80B;1.31%
25062019;0.040575;0.040690;0.040900;0.040200;19.50B;-0.37%
26062019;0.040260;0.040550;0.040825;0.040250;14.12B;-0.78%
27062019;0.040130;0.040305;0.040460;0.040050;14.01B;-0.32%
28062019;0.039880;0.040250;0.040435;0.039870;10.28B;-0.62%
01072019;0.040250;0.040190;0.040700;0.039955;20.89B;0.93%
02072019;0.040500;0.040380;0.040535;0.040150;10.63B;0.62%
03072019;0.040585;0.040320;0.040600;0.040225;11.27B;0.21%
04072019;0.041395;0.040615;0.042195;0.040525;74.65B;2.00%
05072019;0.041355;0.041465;0.041635;0.041270;40.37B;-0.10%
08072019;0.042550;0.041250;0.042925;0.040715;88.34B;2.89%
09072019;0.043130;0.042550;0.043345;0.042350;55.49B;1.36%
10072019;0.043930;0.043295;0.044400;0.043105;84.69B;1.85%
11072019;0.044000;0.044150;0.045000;0.043245;84.58B;0.16%
12072019;0.044000;0.043805;0.044450;0.042540;66.59B;0.00%
15072019;0.043990;0.044145;0.044790;0.043640;43.24B;-0.02%
16072019;0.043010;0.043995;0.044040;0.042980;28.77B;-2.23%
17072019;0.042445;0.043000;0.043490;0.042410;31.77B;-1.31%
18072019;0.042180;0.042395;0.042875;0.042010;35.28B;-0.62%
19072019;0.042400;0.042450;0.042850;0.042200;19.36B;0.52%
22072019;0.043405;0.042550;0.043900;0.042040;52.65B;2.37%
23072019;0.043230;0.043595;0.044000;0.043220;25.86B;-0.40%
24072019;0.042950;0.043460;0.043660;0.042620;21.87B;-0.65%
25072019;0.043150;0.043000;0.043690;0.042520;22.62B;0.47%
26072019;0.042700;0.043055;0.043220;0.042550;21.29B;-1.04%
29072019;0.042810;0.042770;0.043100;0.042470;13.54B;0.26%
30072019;0.042800;0.042900;0.043060;0.042565;10.94B;-0.02%
31072019;0.042500;0.042825;0.042950;0.042500;14.28B;-0.70%
01082019;0.042535;0.042395;0.042780;0.042250;17.80B;0.08%
02082019;0.042015;0.041995;0.042200;0.041430;62.24B;-1.22%
05082019;0.041545;0.041940;0.042840;0.041500;29.03B;-1.12%
06082019;0.041600;0.041690;0.041910;0.041450;19.91B;0.13%
07082019;0.040850;0.041605;0.041820;0.040750;34.14B;-1.80%
08082019;0.041000;0.041085;0.041490;0.040125;58.70B;0.37%
09082019;0.040600;0.040900;0.040900;0.040460;15.35B;-0.98%
12082019;0.040600;0.040690;0.040950;0.040525;14.16B;0.00%
13082019;0.040220;0.040605;0.040655;0.039885;27.72B;-0.94%
14082019;0.039010;0.040320;0.040355;0.038920;31.91B;-3.01%
15082019;0.038630;0.039200;0.039365;0.038490;30.32B;-0.97%
16082019;0.038100;0.038815;0.039065;0.038100;21.61B;-1.37%
19082019;0.038365;0.038350;0.038575;0.038140;23.06B;0.70%
20082019;0.039320;0.038330;0.039520;0.038330;39.48B;2.49%
21082019;0.039330;0.039400;0.039755;0.039140;20.31B;0.03%
22082019;0.038570;0.039330;0.039380;0.038570;17.45B;-1.93%
23082019;0.038105;0.038600;0.038775;0.037945;25.46B;-1.21%
26082019;0.038060;0.037900;0.038395;0.037770;18.24B;-0.12%
27082019;0.038380;0.038145;0.038380;0.037885;19.71B;0.84%
28082019;0.038470;0.038440;0.038515;0.038085;15.01B;0.23%
29082019;0.038580;0.038445;0.038980;0.038270;24.47B;0.29%
30082019;0.038680;0.038530;0.038790;0.038285;22.72B;0.26%
02092019;0.039405;0.038680;0.039680;0.038610;30.82B;1.87%
03092019;0.039200;0.039445;0.039735;0.038910;23.48B;-0.52%
04092019;0.042910;0.039405;0.043095;0.039375;172.68B;9.46%
05092019;0.042005;0.043150;0.044000;0.041650;114.42B;-2.11%
06092019;0.041950;0.042100;0.042565;0.041550;35.05B;-0.13%
09092019;0.041500;0.042145;0.042330;0.041410;23.50B;-1.07%
10092019;0.042650;0.041575;0.042830;0.041245;58.24B;2.77%
11092019;0.042700;0.042795;0.043050;0.042360;34.86B;0.12%
12092019;0.042875;0.042600;0.043300;0.042460;35.52B;0.41%
13092019;0.042500;0.042880;0.043145;0.042300;20.27B;-0.87%
16092019;0.042670;0.042690;0.042785;0.042080;19.78B;0.40%
17092019;0.042340;0.042600;0.042790;0.042120;23.44B;-0.77%
18092019;0.042555;0.042335;0.042920;0.042220;26.24B;0.51%
19092019;0.042455;0.042560;0.042700;0.042255;19.27B;-0.23%
20092019;0.042400;0.042400;0.042515;0.041880;18.90B;-0.13%
23092019;0.042070;0.042380;0.042590;0.041880;12.16B;-0.78%
24092019;0.042075;0.042200;0.043500;0.042070;60.54B;0.01%
25092019;0.042300;0.042000;0.042475;0.041515;22.59B;0.53%
26092019;0.042920;0.042210;0.043200;0.042125;33.78B;1.47%
27092019;0.042695;0.042950;0.042980;0.042630;9.62B;-0.52%
30092019;0.042595;0.042740;0.042765;0.042005;15.52B;-0.23%
01102019;0.042300;0.042545;0.042815;0.042300;9.34B;-0.69%
02102019;0.041310;0.042300;0.042500;0.041295;25.63B;-2.34%
03102019;0.040900;0.041315;0.041570;0.040435;42.00B;-0.99%
04102019;0.040750;0.041080;0.041290;0.040655;15.18B;-0.37%
07102019;0.041465;0.040950;0.041640;0.040680;17.01B;1.75%
08102019;0.040655;0.041540;0.041540;0.040655;19.89B;-1.95%
09102019;0.040800;0.040660;0.041300;0.040660;14.67B;0.36%
10102019;0.041350;0.040810;0.041350;0.040665;13.33B;1.35%
